Artist;Album;AlbumId;Track;Date#fadgad
"Quantic";"Magnetica";"38c002ea-2385-4294-890c-56a0276e4df6";"Painting Silhouettes";"1519409337000"
"EMEFE";"Good Future";"a9a64949-a0ef-4565-a21f-de68cf687b0e";"Good Future";"1519409539000"
"Lone";"Ambivert Tools, Vol. 2";"1c2879e6-6e42-477c-b5f5-cc6e82c10cec";"Under Cherry Blossoms - Mind's Eye Reprise";"1519422043000"
"Stippenlift";"Chaos In Het Universum";"f60bc07a-fba9-4966-8ea1-95296d4bef18";"Faber's Theme (Verdwaald In De Wereld)";"1519422627000"
"SASSY 009";"Are you leaving";"";"Are you leaving";"1519422775000"
"Carl Gari";"Shipster";"94de7df0-dbc1-445e-ad64-beff54d86d06";"Treasure Island Sunset";"1519423163000"
"Irreversible Entanglements";"Irreversible Entanglements";"cdfc154b-eb1e-4730-a074-50c1f1fc65ea";"Fireworks";"1519423539000"
"Loke Rahbek";"Buy Corals Online";"4e824546-94d8-447f-9942-3926a6ad9cd4";"Somersault";"1519424102000"
"Delic";"The Oasis";"";"The Oasis";"1519424259000"
"Bennie Maupin";"The Jewel In The Lotus";"124bf1d6-6702-455f-9d58-2c93d0da95eb";"Ensenada";"1519424484000"
"Jamila Woods";"HEAVN";"32a1055a-c976-4583-bdb9-ddcffe962877";"HEAVN";"1519424920000"
"Steve Reich";"Beauty in Simplicity";"";"Electric Counterpoint: I. —";"1519425217000"
"Nubya Garcia";"Nubya's 5ive";"3ed914b0-9552-4258-9823-196ebbebfbf6";"Hold - Alternate Take";"1519425629000"
"Vels Trio";"Yellow Ochre EP";"9290a9cd-6873-416d-b150-920b66409dcf";"40 Point";"1519425959000"
"Don Philippe";"Red Flower";"";"Weedflorr";"1519426175000"
"Songhoy Blues";"Bamako";"";"Bamako";"1519471597000"
"Songhoy Blues";"Résistance";"1b9c30ff-f9a3-4d8d-8338-7a9a15172898";"Voter";"1519471817000"
"Songhoy Blues";"Résistance";"1b9c30ff-f9a3-4d8d-8338-7a9a15172898";"Sahara";"1519472081000"
"Songhoy Blues";"Résistance";"1b9c30ff-f9a3-4d8d-8338-7a9a15172898";"Yersi Yadda";"1519472264000"
"Ant Orange";"Right There";"";"Right There";"1519472566000"
"Vels Trio";"Yellow Ochre EP";"9290a9cd-6873-416d-b150-920b66409dcf";"Yellow Ochre (Part. 1)";"1519473022000"
"Vels Trio";"Yellow Ochre EP";"9290a9cd-6873-416d-b150-920b66409dcf";"40 Point";"1519473210000"
"Vels Trio";"Yellow Ochre EP";"9290a9cd-6873-416d-b150-920b66409dcf";"Tenderness";"1519473430000"
"Vels Trio";"Yellow Ochre EP";"9290a9cd-6873-416d-b150-920b66409dcf";"Godzilla";"1519473733000"
"Gernot Bronsert";"Beauty In Simplicity";"";"A New Error";"1519474164000"
"Wim Mertens";"Beauty in Simplicity";"";"Struggle For Pleasure";"1519474575000"
"Ant Orange";"Ant Orange";"";"Yesterday";"1519475039000"
"Jadu Heart";"Wanderflower";"54c1f8d2-da3f-406d-87f5-9630a21c181e";"Jewl";"1519476731000"
"Quantum Collage";"Lucid Dreaming";"";"Lucid Dreaming";"1519477112000"
"Quantum Collage";"Lucid Dreaming";"";"Afrika im Weltraum";"1519477577000"
"Quantum Collage";"Lucid Dreaming";"";"Her Beauty";"1519478004000"
"M.RUX";"In the Hold";"b8b2be72-cc9e-45fe-9cef-e4904a25acd0";"Tangled Eye";"1519481880000"
"M.RUX";"In the Hold";"b8b2be72-cc9e-45fe-9cef-e4904a25acd0";"What's the Matter Now";"1519482256000"
"M.RUX";"In the Hold";"b8b2be72-cc9e-45fe-9cef-e4904a25acd0";"Oh Boy";"1519482496000"
"M.RUX";"In the Hold";"b8b2be72-cc9e-45fe-9cef-e4904a25acd0";"Over The Hill";"1519482758000"
"Kundan Lal";"Periodic Perciotic";"4820293a-57f7-43d3-90d2-252d0644692b";"Dunya";"1519483047000"
"Kundan Lal";"Periodic Perciotic";"4820293a-57f7-43d3-90d2-252d0644692b";"Driver";"1519496190000"
"Kundan Lal";"Periodic Perciotic";"4820293a-57f7-43d3-90d2-252d0644692b";"Hmmrs";"1519496408000"
"Kundan Lal";"Periodic Perciotic";"4820293a-57f7-43d3-90d2-252d0644692b";"Zen";"1519496700000"
"Kundan Lal";"Periodic Perciotic";"4820293a-57f7-43d3-90d2-252d0644692b";"Dilbar";"1519496917000"
"Tony Allen";"The Source";"19a4f218-c637-433e-957f-aa659cc17399";"Tony's Blues";"1519509838000"
"Art Feynman";"The Shape You're In";"";"The Shape You're In";"1519510139000"
"Akron/Family";"Akron/Family";"09088f07-0a67-4dcc-9aaf-63219fa8bac4";"Before and Again";"1519555860000"
"Joe Armon-Jones";"Idiom";"840ac78b-c918-4292-8380-06389a64a28a";"SE Discotheque";"1519556098000"
"Joe Armon-Jones";"Idiom";"840ac78b-c918-4292-8380-06389a64a28a";"Idiom";"1519556378000"
"Joe Armon-Jones";"Idiom";"840ac78b-c918-4292-8380-06389a64a28a";"Mind's Eye";"1519556653000"
"Joe Armon-Jones";"Idiom";"840ac78b-c918-4292-8380-06389a64a28a";"Tanner's Tango";"1519556887000"
"Joe Armon-Jones";"Idiom";"840ac78b-c918-4292-8380-06389a64a28a";"Easy Now";"1519557173000"
"Joe Armon-Jones";"Idiom";"840ac78b-c918-4292-8380-06389a64a28a";"Midnite Oil - Sparkzzz";"1519557346000"
"Chelou";"Damned Eye See";"892daec1-ce6b-450b-96a8-8caa6ee23fa6";"Damned Eye See";"1519557616000"
"Juana Molina";"Halo";"458cc73c-863f-4166-9b71-098c09456213";"In The Lassa";"1519557857000"
"Richard Spaven";"The Self (feat. Jordan Rakei)";"";"The Self";"1519558137000"
"bastien keb";"22.02.85";"f3286b16-b88b-4582-a8ed-a56eab7f784a";"Pick Up";"1519558432000"
"Högni";"Two Trains";"32d8cfc8-fb0e-4313-8c7c-724373ed7b69";"Moon Pitcher";"1519558649000"
"Joon Moon";"Moonshine Corner";"2b5f4302-ab03-443d-be28-d0a4f5d830ab";"Chess";"1519558860000"
"Reginald Omas Mamode IV";"Working...";"";"Working...";"1519559175000"
"Pete Josef";"Colour";"a71a7584-46d8-48ae-99ab-69b272cc2025";"Colour";"1519559366000"
"Shawn Lee's Ping Pong Orchestra";"Voices And Choices";"1d782c2b-b0fc-46cb-8ada-dbee125ecc80";"Kiss the Sky";"1519559705000"
"History of Colour";"Calidoso";"2243a618-99c5-4b01-bcb6-443d66497b14";"Cinder";"1519584750000"
"History of Colour";"Calidoso";"2243a618-99c5-4b01-bcb6-443d66497b14";"Rumba Juankita (History of Colour interpretation)";"1519585103000"
"History of Colour";"Calidoso";"2243a618-99c5-4b01-bcb6-443d66497b14";"Fiebre";"1519585656000"
"History of Colour";"Calidoso";"2243a618-99c5-4b01-bcb6-443d66497b14";"Jineteada";"1519585905000"
"U.S. Girls";"In A Poem Unlimited";"3b5db962-46e7-4a21-a667-95f80742deca";"Velvet 4 Sale";"1519586551000"
"U.S. Girls";"In A Poem Unlimited";"3b5db962-46e7-4a21-a667-95f80742deca";"Rage Of Plastics";"1519586775000"
"U.S. Girls";"In A Poem Unlimited";"3b5db962-46e7-4a21-a667-95f80742deca";"M.A.H.";"1519587043000"
"U.S. Girls";"In A Poem Unlimited";"3b5db962-46e7-4a21-a667-95f80742deca";"Rosebud";"1519587190000"
"U.S. Girls";"In A Poem Unlimited";"3b5db962-46e7-4a21-a667-95f80742deca";"Incidental Boogie";"1519587803000"
"U.S. Girls";"In A Poem Unlimited";"3b5db962-46e7-4a21-a667-95f80742deca";"L-Over";"1519588215000"
"U.S. Girls";"In A Poem Unlimited";"3b5db962-46e7-4a21-a667-95f80742deca";"Pearly Gates";"1519588461000"
"Carl Gari";"Shipster";"94de7df0-dbc1-445e-ad64-beff54d86d06";"Treasure Island Sunset";"1519589073000"
"SASSY 009";"Are you leaving";"";"Are you leaving";"1519589266000"
"Don Philippe";"Red Flower";"";"Weedflorr";"1519589450000"
"Murcof";"Avril 14th (Aphex Twin) [Vanessa Wagner Version]";"";"Avril 14th (Aphex Twin) - Vanessa Wagner Version";"1519589550000"
"Loke Rahbek";"Buy Corals Online";"4e824546-94d8-447f-9942-3926a6ad9cd4";"Somersault";"1519589715000"
"Bennie Maupin";"The Jewel In The Lotus";"124bf1d6-6702-455f-9d58-2c93d0da95eb";"Ensenada";"1519589949000"
"Lone";"Ambivert Tools, Vol. 2";"1c2879e6-6e42-477c-b5f5-cc6e82c10cec";"Under Cherry Blossoms - Mind's Eye Reprise";"1519590210000"
"Andy Stott";"Luxury Problems";"2a20caa4-0c92-4a93-ae11-953c30b78267";"Luxury Problems";"1519590526000"
"Hodini";"M$R003";"";"Chronic Gangster Boogie";"1519590830000"
"TiRon & Ayomari";"WET: the Wonderful Ego Trip";"dda6095e-9a1e-4e23-9fab-4d490ab1d328";"Everybody's Doing It";"1519591095000"
"TiRon & Ayomari";"WET: the Wonderful Ego Trip";"dda6095e-9a1e-4e23-9fab-4d490ab1d328";"W.E.T (Wonderful Ego Trip)";"1519624608000"
"TiRon & Ayomari";"WET: the Wonderful Ego Trip";"dda6095e-9a1e-4e23-9fab-4d490ab1d328";"Wzup!";"1519624784000"
"TiRon & Ayomari";"WET: the Wonderful Ego Trip";"dda6095e-9a1e-4e23-9fab-4d490ab1d328";"It's a Trip";"1519625034000"
"TiRon & Ayomari";"WET: the Wonderful Ego Trip";"dda6095e-9a1e-4e23-9fab-4d490ab1d328";"Everybody's Doing It";"1519625289000"
"TiRon & Ayomari";"WET: the Wonderful Ego Trip";"dda6095e-9a1e-4e23-9fab-4d490ab1d328";"Chivalry Is Dead";"1519625755000"
"Christopher Schwarzwälder";"Three Rivers EP";"";"Flowers Are Green - Original Mix";"1519626087000"
"Rival Consoles";"Unfolding";"1a3482fa-a323-4220-ac92-5e57fc45f54f";"Unfolding";"1519665759000"
"Noya Rao";"Icaros";"5299b974-c5f2-486c-a794-cc315d62d9cb";"Azimuth";"1519666181000"
"Noya Rao";"Icaros";"5299b974-c5f2-486c-a794-cc315d62d9cb";"Moments";"1519666548000"
"Noya Rao";"Icaros";"5299b974-c5f2-486c-a794-cc315d62d9cb";"Golden Claw";"1519666717000"
"Noya Rao";"Icaros";"5299b974-c5f2-486c-a794-cc315d62d9cb";"Midas";"1519666988000"
"Noya Rao";"Icaros";"5299b974-c5f2-486c-a794-cc315d62d9cb";"Dreaming, Pt. 1";"1519667231000"
"U.S. Girls";"In A Poem Unlimited";"3b5db962-46e7-4a21-a667-95f80742deca";"Velvet 4 Sale";"1519667408000"
"U.S. Girls";"In A Poem Unlimited";"3b5db962-46e7-4a21-a667-95f80742deca";"Rage Of Plastics";"1519667629000"
"U.S. Girls";"In A Poem Unlimited";"3b5db962-46e7-4a21-a667-95f80742deca";"M.A.H.";"1519667934000"
"Cotton Jones";"Paranoid Cocoon";"705c5262-ad32-4dd0-9636-d611b3036776";"Up A Tree (Went This Heart I Have)";"1519710611000"
"Cotton Jones";"Paranoid Cocoon";"705c5262-ad32-4dd0-9636-d611b3036776";"Gotta Cheer Up";"1519711442000"
"Cotton Jones";"Paranoid Cocoon";"705c5262-ad32-4dd0-9636-d611b3036776";"Some Strange Rain";"1519711634000"
"Cotton Jones";"Paranoid Cocoon";"705c5262-ad32-4dd0-9636-d611b3036776";"Gone The Bells";"1519711882000"
"Cotton Jones";"Paranoid Cocoon";"705c5262-ad32-4dd0-9636-d611b3036776";"Photo Summerlude";"1519712165000"
"Cotton Jones";"Paranoid Cocoon";"705c5262-ad32-4dd0-9636-d611b3036776";"By Morning Light";"1519712320000"
"Cotton Jones";"Paranoid Cocoon";"705c5262-ad32-4dd0-9636-d611b3036776";"Cotton & Velvet";"1519712635000"
"Cotton Jones";"Paranoid Cocoon";"705c5262-ad32-4dd0-9636-d611b3036776";"Little Ashtray In The Sun";"1519712767000"
"Cotton Jones";"Paranoid Cocoon";"705c5262-ad32-4dd0-9636-d611b3036776";"I Am The Changer";"1519713046000"
"Polo & Pan";"Canopée - EP";"";"Canopée";"1519713433000"
"Polo & Pan";"Canopée - EP";"";"Bakara";"1519732369000"
"TiRon & Ayomari";"WET: the Wonderful Ego Trip";"dda6095e-9a1e-4e23-9fab-4d490ab1d328";"W.E.T (Wonderful Ego Trip)";"1519733473000"
"TiRon & Ayomari";"WET: the Wonderful Ego Trip";"dda6095e-9a1e-4e23-9fab-4d490ab1d328";"Wzup!";"1519733649000"
"Quantum Collage";"Lucid Dreaming";"";"Lucid Dreaming";"1519755133000"
"Quantum Collage";"Lucid Dreaming";"";"Afrika im Weltraum";"1519755597000"
"Quantum Collage";"Lucid Dreaming";"";"Her Beauty";"1519756020000"
"Quantum Collage";"Lucid Dreaming";"";"Kamel im Windkanal";"1519756415000"
"Shigeto";"The New Monday";"6260a6fc-b887-492d-82e9-4e60b994c239";"Detroit Part II";"1519756810000"
"Shigeto";"The New Monday";"6260a6fc-b887-492d-82e9-4e60b994c239";"Ice Breaker";"1519757344000"
"Shigeto";"The New Monday";"6260a6fc-b887-492d-82e9-4e60b994c239";"In Case You Forgot";"1519757539000"
"Maria Rita Stumpf";"Brasileira Remixes";"f03643da-afd0-4f73-b586-b1b6869ede85";"Cantico Brasileiro No 3 (Kamaiura) - Selvagem And Carrot Green Remix";"1519766189000"
"My Brightest Diamond";"This Is My Hand";"20858ee8-28bc-4403-9541-2f5c7d8970f2";"Before The Words";"1519808018000"
"My Brightest Diamond";"This Is My Hand";"20858ee8-28bc-4403-9541-2f5c7d8970f2";"This Is My Hand";"1519808224000"
"My Brightest Diamond";"This Is My Hand";"20858ee8-28bc-4403-9541-2f5c7d8970f2";"Lover Killer";"1519808450000"
"My Brightest Diamond";"This Is My Hand";"20858ee8-28bc-4403-9541-2f5c7d8970f2";"I Am Not The Bad Guy";"1519808596000"
"Dreems";"In Dreems";"8230c5b2-4b60-43cd-b781-00179126b85a";"Theme (You Are My) - Original Mix";"1519840291000"
"Josef Leimberg";"Astral Progressions";"66b2c7af-1ed8-4960-af15-5cd56347c1f4";"Interstellar Universe";"1519840718000"
"Josef Leimberg";"Astral Progressions";"66b2c7af-1ed8-4960-af15-5cd56347c1f4";"As I Think Of You";"1519841104000"
"Josef Leimberg";"Astral Progressions";"66b2c7af-1ed8-4960-af15-5cd56347c1f4";"The Awakening";"1519841413000"
"Josef Leimberg";"Astral Progressions";"66b2c7af-1ed8-4960-af15-5cd56347c1f4";"Celestial Visions";"1519841983000"
"Josef Leimberg";"Astral Progressions";"66b2c7af-1ed8-4960-af15-5cd56347c1f4";"Astral Progressions";"1519842332000"
"Nils Frahm";"All Melody";"35dc519b-8443-451a-84c4-021d5b6b874a";"The Whole Universe Wants To Be Touched";"1519850192000"
"Nils Frahm";"All Melody";"35dc519b-8443-451a-84c4-021d5b6b874a";"Sunson";"1519850309000"
"Nils Frahm";"All Melody";"35dc519b-8443-451a-84c4-021d5b6b874a";"A Place";"1519850859000"
"Nils Frahm";"All Melody";"35dc519b-8443-451a-84c4-021d5b6b874a";"My Friend The Forest";"1519851281000"
"Nils Frahm";"All Melody";"35dc519b-8443-451a-84c4-021d5b6b874a";"Human Range";"1519851597000"
"Nils Frahm";"All Melody";"35dc519b-8443-451a-84c4-021d5b6b874a";"Forever Changeless";"1519852016000"
"Nils Frahm";"All Melody";"35dc519b-8443-451a-84c4-021d5b6b874a";"All Melody";"1519852183000"
"Nils Frahm";"All Melody";"35dc519b-8443-451a-84c4-021d5b6b874a";"#2";"1519852754000"
"Nils Frahm";"All Melody";"35dc519b-8443-451a-84c4-021d5b6b874a";"Momentum";"1519853334000"
"Nils Frahm";"All Melody";"35dc519b-8443-451a-84c4-021d5b6b874a";"Fundamental Values";"1519853655000"
"Nils Frahm";"All Melody";"35dc519b-8443-451a-84c4-021d5b6b874a";"Kaleidoscope";"1519853885000"
"Nils Frahm";"All Melody";"35dc519b-8443-451a-84c4-021d5b6b874a";"Harm Hymn";"1519854381000"
"Art Feynman";"Blast Off Through The Wicker";"4e70718e-0aad-477e-8dfb-4401c5e8ee5f";"Eternity In Pictures";"1519918359000"
"Art Feynman";"Blast Off Through The Wicker";"4e70718e-0aad-477e-8dfb-4401c5e8ee5f";"Slow Down";"1519918736000"
"Art Feynman";"Blast Off Through The Wicker";"4e70718e-0aad-477e-8dfb-4401c5e8ee5f";"Can’t Stand It";"1519918934000"
"Art Feynman";"Blast Off Through The Wicker";"4e70718e-0aad-477e-8dfb-4401c5e8ee5f";"Two Minor";"1519919376000"
"Art Feynman";"Blast Off Through The Wicker";"4e70718e-0aad-477e-8dfb-4401c5e8ee5f";"Win Win";"1519919582000"
"Art Feynman";"Blast Off Through The Wicker";"4e70718e-0aad-477e-8dfb-4401c5e8ee5f";"I Rain You Thunder";"1519919920000"
"Art Feynman";"Blast Off Through The Wicker";"4e70718e-0aad-477e-8dfb-4401c5e8ee5f";"Party Line";"1519920135000"
"Art Feynman";"Blast Off Through The Wicker";"4e70718e-0aad-477e-8dfb-4401c5e8ee5f";"Small House Blues";"1519920322000"
"bastien keb";"22.02.85";"f3286b16-b88b-4582-a8ed-a56eab7f784a";"Intro";"1519920481000"
"Jimmy Whoo";"Motel Music, Pt. 2";"01004d1a-e67a-48b7-a7db-472c058c0119";"Wildcats";"1519937421000"
"DJ Koze";"Illumination";"";"Illumination";"1519937635000"
"LAAKE";"Introspective";"";"Introspective";"1519938130000"
"Sly5thAve";"Bitch Don't Kill My Vibe / Get Free";"";"Get Free";"1519938365000"
"Ahmad Jamal";"Marseille";"01ac9b11-881e-4825-b720-c8b21a71aa93";"Sometimes I Feel Like A Motherless Child";"1519938612000"
"Penya";"Super Liminal";"92cbb76f-7c18-499b-92ea-33a3ff18e2d9";"Why So Angry";"1519939003000"
"Skinny Pelembe";"I'll Be On Your Mind";"";"I'll Be On Your Mind";"1519939256000"
"Palta";"Universel";"9b209ccc-476b-40f2-a34f-c4fbd99f4ad2";"Tabt Optagelse";"1519939524000"
"James Blake";"If The Car Beside You Moves Ahead";"a33dfe86-168f-41fb-ab1e-ce065e7ae46e";"If the Car Beside You Moves Ahead";"1519940009000"
"Jitwam";"selftitled";"c1073991-e98f-40a9-a654-b1fb81974f89";"i ain't scared of no devil";"1519940271000"
"Lost Midas";"Undefined";"e0f3a4e7-d3e1-42b0-b767-46f0779d4ab7";"Undefined";"1519940815000"
"Sly5thAve";"Bitch Don't Kill My Vibe / Get Free";"";"Get Free";"1519970259000"
"Sly5thAve";"California Love";"";"California Love - Edit";"1519970505000"
"Pedestrian";"hyperpnea";"";"hyperpnea";"1519970714000"
"Unknown Mortal Orchestra";"Not in Love We’re Just High";"";"Not in Love We’re Just High";"1519970867000"
"Sly5thAve";"Bitch Don't Kill My Vibe / Get Free";"";"Bitch Don’t Kill My Vibe";"1519971086000"
"George Fitzgerald";"Outgrown";"";"Outgrown";"1519990414000"
"Snide Rhythms";"Unicorns and Rainbows 2";"";"Ginger Baker In Africa - Auntie Flo Remix";"1519990833000"
"andrés oddone";"Happiness Is a Side Effect (Remixes)";"";"Happiness Is a Side Effect - El Buho Remix";"1519991690000"
"andrés oddone";"Aura EP";"";"Aura (Chancha Vía Circuito Remix)";"1519992012000"
"BeGun";"Slum, Pt. 1";"";"Salia Sahi";"1519992300000"
"BeGun";"Slum, Pt. 1";"";"Dharavi";"1519992895000"
"Skinny Pelembe";"I'll Be On Your Mind";"";"I'll Be On Your Mind";"1520013350000"
"Skinny Pelembe";"Mindset Is Fear";"80f7eaa6-e132-43ff-b873-1e7a32396437";"Mindset Is FEAR";"1520013673000"
"Skinny Pelembe";"Seven Year Curse - EP";"e3b28fc1-4673-49a2-a6fb-0210ab81a8be";"Seven Year Curse";"1520013834000"
"Skinny Pelembe";"Seven Year Curse - EP";"e3b28fc1-4673-49a2-a6fb-0210ab81a8be";"Listen to the Stars";"1520014092000"
"Skinny Pelembe";"Seven Year Curse - EP";"e3b28fc1-4673-49a2-a6fb-0210ab81a8be";"Should You Go";"1520014356000"
"Skinny Pelembe";"Seven Year Curse - EP";"e3b28fc1-4673-49a2-a6fb-0210ab81a8be";"Day At the Races";"1520014603000"
"Skinny Pelembe";"Seven Year Curse - EP";"e3b28fc1-4673-49a2-a6fb-0210ab81a8be";"Baby Laxmi";"1520014830000"
"Skinny Pelembe";"Spit/Swallow";"";"Spit/Swallow";"1520014962000"
"Jonwayne";"Rap Album Two";"17561c6b-0a37-4014-877a-db13b169b56d";"TED Talk";"1520015276000"
"Jonwayne";"Rap Album Two";"17561c6b-0a37-4014-877a-db13b169b56d";"LIVE From The Fuck You";"1520015502000"
"Jonwayne";"Rap Album Two";"17561c6b-0a37-4014-877a-db13b169b56d";"Human Condition";"1520015676000"
"Jonwayne";"Rap Album Two";"17561c6b-0a37-4014-877a-db13b169b56d";"Out of sight";"1520015878000"
"Jonwayne";"Rap Album Two";"17561c6b-0a37-4014-877a-db13b169b56d";"The Single";"1520016146000"
"Jonwayne";"Rap Album Two";"17561c6b-0a37-4014-877a-db13b169b56d";"Paper";"1520016245000"
"Jonwayne";"Rap Album Two";"17561c6b-0a37-4014-877a-db13b169b56d";"City Lights";"1520016448000"
"Jonwayne";"Rap Album Two";"17561c6b-0a37-4014-877a-db13b169b56d";"Rainbow";"1520016682000"
"Jonwayne";"Rap Album Two";"17561c6b-0a37-4014-877a-db13b169b56d";"Afraid of Us";"1520016870000"
"Jonwayne";"Rap Album Two";"17561c6b-0a37-4014-877a-db13b169b56d";"Blue Green";"1520017315000"
"Jonwayne";"Rap Album Two";"17561c6b-0a37-4014-877a-db13b169b56d";"Hills";"1520017539000"
"Jonwayne";"Rap Album Two";"17561c6b-0a37-4014-877a-db13b169b56d";"These Words Are Everything";"1520017647000"
"Emma-Jean Thackray's WALRUS";"WALRUS EP";"";"Baro Bop";"1520017960000"
"Emma-Jean Thackray's WALRUS";"WALRUS EP";"";"Interlude #1";"1520018206000"
"Penya";"Super Liminal";"92cbb76f-7c18-499b-92ea-33a3ff18e2d9";"Search It Out - Reboot";"1520018345000"
"Penya";"Super Liminal";"92cbb76f-7c18-499b-92ea-33a3ff18e2d9";"Iyesa";"1520018628000"
"Penya";"Super Liminal";"92cbb76f-7c18-499b-92ea-33a3ff18e2d9";"Why So Angry";"1520018934000"
"Penya";"Super Liminal";"92cbb76f-7c18-499b-92ea-33a3ff18e2d9";"Karachi - What Could Have Been";"1520019186000"
"Penya";"Super Liminal";"92cbb76f-7c18-499b-92ea-33a3ff18e2d9";"Cham Bomb";"1520019393000"
"Penya";"Super Liminal";"92cbb76f-7c18-499b-92ea-33a3ff18e2d9";"Beat Your Demon";"1520019652000"
"Penya";"Super Liminal";"92cbb76f-7c18-499b-92ea-33a3ff18e2d9";"Tribes";"1520019909000"
"Penya";"Super Liminal";"92cbb76f-7c18-499b-92ea-33a3ff18e2d9";"Rootless, Pt. 2";"1520020163000"
"DJ Koze";"Illumination";"";"Illumination";"1520020424000"
"Sly5thAve";"The Invisible Man: An Orchestral Tribute To Dr. Dre";"1e3ea143-d598-4e2e-88a3-dd0e82cdbc77";"Shiznit";"1520020696000"
"Skinny Pelembe";"I'll Be On Your Mind";"";"I'll Be On Your Mind";"1520024748000"
"Lone";"Ambivert Tools, Vol. 2";"1c2879e6-6e42-477c-b5f5-cc6e82c10cec";"Under Cherry Blossoms - Mind's Eye Reprise";"1520025062000"
"Lone";"Ambivert Tools, Vol. 2";"1c2879e6-6e42-477c-b5f5-cc6e82c10cec";"Mind's Eye Melody";"1520025456000"
"Casino Versus Japan";"DJ-Kicks (Lone) [Mixed Tracks]";"";"Go Hawaii - Mixed";"1520026023000"
"TiRon & Ayomari";"WET: the Wonderful Ego Trip";"dda6095e-9a1e-4e23-9fab-4d490ab1d328";"Wzup!";"1520026078000"
"Jono Ma";"The Dreemas";"";"Springfield";"1520028334000"
"Colleen";"Captain of None";"62811390-d911-4cb4-9c9c-d61692fbb3c2";"Holding Horses";"1520028700000"
"Colleen";"Captain of None";"62811390-d911-4cb4-9c9c-d61692fbb3c2";"i'm kin";"1520029010000"
"Colleen";"Captain of None";"62811390-d911-4cb4-9c9c-d61692fbb3c2";"This Hammer Breaks";"1520029376000"
"Colleen";"Captain of None";"62811390-d911-4cb4-9c9c-d61692fbb3c2";"Salina Stars";"1520030142000"
"Buttering Trio";"Threesome";"39b3e4ac-4ecb-465b-a1b6-7948aebf3d79";"Love In Music";"1520030579000"
"Buttering Trio";"Threesome";"39b3e4ac-4ecb-465b-a1b6-7948aebf3d79";"Refugee Song";"1520030799000"
"Buttering Trio";"Threesome";"39b3e4ac-4ecb-465b-a1b6-7948aebf3d79";"Star Shroom";"1520030951000"
"Buttering Trio";"Threesome";"39b3e4ac-4ecb-465b-a1b6-7948aebf3d79";"Unexperienced";"1520031140000"
"Buttering Trio";"Threesome";"39b3e4ac-4ecb-465b-a1b6-7948aebf3d79";"Ana Bhebak";"1520031348000"
"Buttering Trio";"Threesome";"39b3e4ac-4ecb-465b-a1b6-7948aebf3d79";"Wait";"1520031557000"
"Buttering Trio";"Threesome";"39b3e4ac-4ecb-465b-a1b6-7948aebf3d79";"Dig Deep";"1520031797000"
"Buttering Trio";"Threesome";"39b3e4ac-4ecb-465b-a1b6-7948aebf3d79";"From The Tree";"1520032005000"
"Buttering Trio";"Threesome";"39b3e4ac-4ecb-465b-a1b6-7948aebf3d79";"Dreaming of India (feat. Albalak)";"1520032193000"
"Buttering Trio";"Threesome";"39b3e4ac-4ecb-465b-a1b6-7948aebf3d79";"I'll Be Fine";"1520032396000"
"Buttering Trio";"Threesome";"39b3e4ac-4ecb-465b-a1b6-7948aebf3d79";"The Runner";"1520032589000"
"Grandbrothers";"Open";"2ccd94fa-5a60-487a-b00a-c96ac33627f7";"1202";"1520032795000"
"Buttering Trio";"Puzzles, Vol. 3";"";"Cacti Juice";"1520032963000"
"M.RUX";"In the Hold";"b8b2be72-cc9e-45fe-9cef-e4904a25acd0";"Tangled Eye";"1520108888000"
"M.RUX";"In the Hold";"b8b2be72-cc9e-45fe-9cef-e4904a25acd0";"Over The Hill";"1520109208000"
"M.RUX";"In the Hold";"b8b2be72-cc9e-45fe-9cef-e4904a25acd0";"In the Hold";"1520109537000"
"M.RUX";"In the Hold";"b8b2be72-cc9e-45fe-9cef-e4904a25acd0";"Someone Else";"1520109755000"
"M.RUX";"In the Hold";"b8b2be72-cc9e-45fe-9cef-e4904a25acd0";"What's the Matter Now";"1520109984000"
"M.RUX";"In the Hold";"b8b2be72-cc9e-45fe-9cef-e4904a25acd0";"Oh Boy";"1520110225000"
"Jaja";"Tropical Bird Club";"d2f5d6f0-2183-4411-8266-8582ef06c1fc";"Bajoo";"1520110487000"
"Jaja";"Tropical Bird Club";"d2f5d6f0-2183-4411-8266-8582ef06c1fc";"Chan Chara";"1520110869000"
"DJ Koze";"Seeing Aliens";"9d93d495-4d55-4fa4-a13e-c656c1f8b940";"Seeing Aliens - Extended Breakthrough Listen";"1520111280000"
"DJ Koze";"Seeing Aliens";"9d93d495-4d55-4fa4-a13e-c656c1f8b940";"Nein König Nein";"1520111776000"
"Irreversible Entanglements";"Irreversible Entanglements";"cdfc154b-eb1e-4730-a074-50c1f1fc65ea";"Chicago to Texas";"1520112215000"
"Tim Engelhardt";"Moments Of Truth";"3059f5f4-30c1-4193-b6c7-6ed48d80cf47";"Moments Of Truth";"1520112930000"
"Tim Engelhardt";"Moments Of Truth";"3059f5f4-30c1-4193-b6c7-6ed48d80cf47";"Solitude";"1520113241000"
"Tim Engelhardt";"Moments Of Truth";"3059f5f4-30c1-4193-b6c7-6ed48d80cf47";"The Myths of You";"1520113712000"
"Shelter";"Zon Zon Zon";"76abeeb9-9ef1-42f4-b1ad-e6800bcf2191";"Senhor Zalla";"1520155905000"
